ano,orgao,fornecedor,cnpj,objeto,valor_contrato,modalidade,numero_contrato,data_assinatura,vigencia_dias,processo_administrativo,numero_licitacao,tipo_evento,data_publicacao
2017,,,,,,,Orgão,,,,,,
2017,,,,,,,INOVAÇÃO E TECNOLOGIA,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,SANTO AMARO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,SÃO PAULO TURISMO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,GABINETE DO PREFEITO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,SANTO AMARO,,,,,,
2017,,,,,,,VILA MARIA/VILA GUILHERME,,,,,,
2017,,,,,,,SANTO AMARO,,,,,,
2017,,,,,,,ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,LAPA,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,SÃO PAULO TURISMO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,SANTO AMARO,,,,,,
2017,,,,,,,MOBILIDADE E TRANSPORTES,,,,,,
2017,,,,,,,GOVERNO MUNICIPAL,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,GOVERNO MUNICIPAL,,,,,,
2017,,,,,,,GABINETE DO PREFEITO,,,,,,
2017,,,,,,,ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,SAÚDE,,,,,,
2017,,,,,,,SANTO AMARO,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,SANTO AMARO,,,,,,
2017,,,,,,,DESENVOLVIMENTO ECONÔMICO E TRABALHO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,CIDADE TIRADENTES,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,INFRAESTRUTURA E OBRAS,,,,,,
2017,,,,,,,INFRAESTRUTURA E OBRAS,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,AUTARQUIA HOSPITALAR MUNICIPAL,,,,,,
2017,,,,,,,EDUCAÇÃO,,,,,,
2017,,,,,,,INFRAESTRUTURA E OBRAS,,,,,,
