ano,orgao,fornecedor,cnpj,objeto,valor_contrato,modalidade,numero_contrato,data_assinatura,vigencia_dias,processo_administrativo,numero_licitacao,tipo_evento,data_publicacao
2023,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA DE ENGENHARIA PARA REVITALIZAÇÃO E MELHORIAS EM ESPAÇO PÚBLICO NO CDC CORNÉLIO RODRIGUES DE ALMEIDA, RUA PROFESSOR ANTÔNIO FIGUEIRAS DE LIMA, 373  RIO PEQUENO  CEP: 05361-040 - SÃO PAULO  SP.",982027.88,TOMADA DE PREÇOS,38/SEME/2023,2023-03-23,60 D,6019.2022/0004363-2,41/SEME/2022,EXTRATO DE ADITAMENTO,2023-03-31
2023,SUBPREFEITURA: PIRITUBA/JARAGUÁ,CONSTRUTORA ARMADA LTDA,11509359000105,"CONTRATAÇÃO DE OBRAS DE ENGENHARIA PARA ADEQUAÇÃO DE PRAÇA PÚBLICA COM INSTALAÇÃO DE PLAYGROUND E ESPAÇO PET, AVENIDA GENERAL EDGAR FACÓ, ALTURA Nº 1507 - VILA ARCADIA, DISTRITO DE PIRITUBA",321980.63,CONVITE,06/SUB-PJ/2023,2023-01-27,30 D,6051.2022/0003768-8,043/SUB-PJ/2022,EXTRATO DE ADITAMENTO,2023-03-31
2023,SUBPREFEITURA: PERUS/ANHANGUERA,Brazon MAXFILTER IND E LOC DE PURIF DE AGUA LTDA,09114027000180,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO, INSTALAÇÃO E MANUTENÇÃO DE APARELHOS PURIFICADORES DE ÁGUA NAS UNIDADES DESTA SUBPREFEITURA PERUS/ANHANGUERA",3072.00,COMPRA POR ATA DE REGISTRO DE PREÇO,20/SUB/PR/2019,2023-03-29,12 M,6049.2019/0001063-5,004/SMG-COBES/2018,EXTRATO DE ADITAMENTO,2023-03-31
2023,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA,RUBY PROTEÇÃO E MONITORAMENTO LTDA,35778467000141,"Contratação de empresa especializada para a prestação de serviços de locação e instalação de equipamentos e software (sistema informatizado) necessários e suficientes para o funcionamento de um Circuito Fechado de Televisão  CFTV, incluindo sua manutenção preventiva e corretiva e uma Central de Monitoramento Remoto (período noturno).",244821.47,PREGÃO ELETRÔNICO,060/SMDHC/2020,2023-03-29,,6074.2020/0003589-0,6074.2020/0003589-0,EXTRATO DE ADITAMENTO,2023-03-31
2023,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA,INSTITUTO BECEI,19631320000178,"Projeto ""POT PopRua",,TERMO DE FOMENTO - DESPACHO,TFM/128/2022/SMDHC/C,2023-03-29,8 M,6074.2022/0009843-7,6074.2022/0009843-7,EXTRATO DE ADITAMENTO,2023-03-31
2023,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA,INSTITUTO BECEI,19631320000178,"Projeto ""Oficinas de inclusão produtiva para a população em situação de rua",,TERMO DE FOMENTO - DESPACHO,TFM/080/2022/SMDHC/C,2023-03-29,8 M,6074.2022/0004209-1,6074.2022/0004209-1,EXTRATO DE ADITAMENTO,2023-03-31
2023,SUBPREFEITURA: MBOI MIRIM,CLARO S.A,40432544000147,PRESTAÇÃO DE SERVIÇO MÓVEL PESSOAL (VOZ E DADOS) COM A DISPONIBILIZAÇÃO DE TERMINAIS MÓVEIS EM REGIME DE COMODATO (SMARTPHONES E SIM CARDS),40734.00,COMPRA POR ATA DE REGISTRO DE PREÇO,01/SUB-MB/2022,2023-03-27,12 M,6045.2021/0002677-0,010/SEGES- COBES/202,EXTRATO DE ADITAMENTO,2023-03-31
2023,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA,067/SMDHC/2023,05070948000137,Prestação de serviços de limpeza e desinfecção de reservatório predial às unidades da Prefeitura do Município de São Paulo - Grupo 1 (Centro)- ATA DE REGISTRO DE PREÇÕS nº 002/SEGES-COBES/2022.,2046.32,COMPRA POR ATA DE REGISTRO DE PREÇO,,2023-03-28,12 M,6074.2023/0001373-5,002/SEGES-COBES/2022,EXTRATO DE COMPRA,2023-03-31
2023,SUBPREFEITURA: PINHEIROS,TOBIAS & FIGUEIREDO CONSTR.COM.E SERVIÇOS EIRELI,68382498000138,"Prestação de serviços de manutenção e conservação de galerias e demais dispositivos de drenagem, através de 02 equipes/mês pelo período de 12 meses",2485172.40,COMPRA POR ATA DE REGISTRO DE PREÇO,13/SUB-PI/2019,2023-03-23,12 D,6050.2019/0003792-0,10/SMSUB/COGEL/2019,EXTRATO DE ADITAMENTO,2023-03-31
2023,SUBPREFEITURA: PINHEIROS,HANATTEC COMÉRCIO DE TECNOLOGIA AMBIENTAL LTDA,07509106000164,"CONTRATAÇÃO DE SERVIÇOS DE LIMPEZA MECANIZADA DOS DISPOSITIVOS DO SISTEMA DE DRENAGEM DE ÁGUAS PLUVIAIS (GALERIAS, RAMAIS, POÇOS DE VISITA, BOCAS DE LOBO, BOCAS DE LEÃO, TUBOS E CONEXÕES) DESIDRATAÇÃO E TRANSPORTE DOS RESÍDUOS PARA ATERRO SANITÁRIO ATRAVÉS DE 02 (DOIS) CAMINHÕES EQUIPADOS COM HIDROJATO/SUGADOR/RECICLADOR E TELEVISIONAMENTO COM EQUIPAMENTO DE INSPEÇÃO COM FORNECIMENTO DE IMAGEM POR MEIO DE DIGITALIZAÇÃO, RELATÓRIO TÉCNICO DE PONTOS CRÍTICOS,  INCLUINDO MÃO DE OBRA ESPECIALIZADA, pelo período de 12 (doze) meses.",1174944.42,PREGÃO ELETRÔNICO,024/SUB-PI/2020,2023-03-23,12 M,6050.2020/0004219-4,PE Nº 03/SUB-PI/2020,EXTRATO DE ADITAMENTO,2023-03-31
2023,TRIBUNAL DE CONTAS,CENTRO DE INTEGRAÇÃO EMPRESA-ESCOLA - CIEE,61600839000155,Contratação de empresa especializada na prestação de serviço de agente de integração de estágios.,143115.00,COMPRA POR ATA DE REGISTRO DE PREÇO,out/23,2023-03-28,,011116/2021,001/SEGES-COBES/2021,EXTRATO DE ADITAMENTO,2023-03-30
2023,TRIBUNAL DE CONTAS,EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,43076702000161,"Prestação de serviço de sustentação de TIC, referente aos sistemas de informação, redes e conectividade, comunicação e data center.",266293.66,INEXIGIBILIDADE,set/23,2023-03-28,12 M,012475/2018,012475/2018,EXTRATO DE ADITAMENTO,2023-03-30
2023,SUBPREFEITURA: CAMPO LIMPO,M.A.S. CONSTRUÇÕES E EMPREENDIMENTOS LTDA,67192609000180,REVITALIZAÇÃO DA PRAÇA JOÃO TRAVENSOLO NETO - RUA DOMINGOS LOPES DA SILVA - VILA ANDRADE.,,TOMADA DE PREÇOS,107/SUB-CL/LC/2022,2023-02-27,60 D,6032.2022/0002531-7,008/SUB-CL/2022,EXTRATO DE ADITAMENTO,2023-03-30
2023,SUBPREFEITURA: CIDADE TIRADENTES,JUMPER SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI -,26886266000177,"Contratação Mediante Empreitada de Empresa para Prestação de Serviços de Vigilância e Segurança Patrimonial Desarmada, período de 12 meses, para a Sede da Prefeitura Regional Cidade Tiradentes e unidades elencadas na Tabela de Postos e Horários, para  ser utilizada pelo Conselho Tutelar I, II.",143093.07,PREGÃO ELETRÔNICO,jan/18,2023-03-14,3 M,6035.2017/0000363-9,00002/2018,EXTRATO DE ADITAMENTO,2023-03-30
2023,SECRETARIA MUNICIPAL DE CULTURA,R.D. SILVA SERVIÇOS DE PORTARIA LTDA,35711051000106,"Contratação de empresa especializada na prestação de serviços de RECEPÇÃO para os
prédios da Biblioteca Municipal Mário de Andrade - BMA, localizados à Rua da Consolação, 94 e Rua
Bráulio Gomes, 139  São Paulo - Centro.",55541.31,PREGÃO ELETRÔNICO,020/SMC-G/2021,2023-03-09,3 M,6025.2020/0024908-6,001- SMC-G-2021,EXTRATO DE ADITAMENTO,2023-03-30
2023,COMPANHIA DE ENGENHARIA DE TRAFEGO,MGL INDÚSTRIA COMÉRCIO E SERVIÇOS LTDA,02656438000158,PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE 02 (DOIS) EQUIPAMENTOS NOBREAK,98349.60,PREGÃO ELETRÔNICO,14/23,2023-03-20,24 M,0871/22,69/22,EXTRATO DE CONTRATO / NOTA DE EMPENHO,2023-03-30
2023,SECRETARIA MUNICIPAL DE SAÚDE,Brazon Maxfilter Indústria e Locação de Purificado,09114027000180,"Prestação de serviços de locação, instalação e manutenção de 53 (cinquenta e três) aparelhos purificadores de água, para unidades da CRS-SUL",20352.00,COMPRA POR ATA DE REGISTRO DE PREÇO,,2023-03-20,12 M,6018.2023/0014781-7,001/SEGES-COBES/2023,EXTRATO DE COMPRA,2023-03-30
2023,EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,NP TECNOLOGIA E GESTÃO DE DADOS LTDA.,07797967000195,FORNECIMENTO DE FERRAMENTA DE PESQUISA E COMPARAÇÃO DE PREÇOS PRATICADOS PELA ADMINISTRAÇÃO PÚBLICA,6488.17,DISPENSA,CO/TA-15.03/2023,2023-03-29,12 M,DL-04.06/19,DL-04.016/19,EXTRATO DE ADITAMENTO,2023-03-30
2023,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,RJ EMPREENDIMENTOS ESPORTIVOS LTDA,05553511000154,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA DE ENGENHARIA PARA SUBSTITUIÇÃO DE GRAMA SINTÉTICA E SERVIÇOS COMPLEMENTARES NO CDC NACIONAL DO BOM RETIRO, RUA ANHAIA, 1239 - BOM RETIRO - SÃO PAULO - SP, CEP: 01130-000",,TOMADA DE PREÇOS,39/SEME/2023,2023-03-23,60 D,6019.2022/0003775-6,33/SEME/2022,EXTRATO DE ADITAMENTO,2023-03-30
2023,COMPANHIA DE ENGENHARIA DE TRAFEGO,SEGUROS SURA S.A,33065699000127,"CONTRATAÇÃO DE SERVIÇOS SECURITÁRIOS DE VIDA EM GRUPO A EMPREGADOS DA CET, PELO PERÍODO DE 12 (DOZE) MESES.",4250472.80,PREGÃO ELETRÔNICO,ADT 09.23 CTO 05.21,2023-03-02,12 M,0629/20,052/2020,EXTRATO DE ADITAMENTO,2023-03-30
2023,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA,AT & SANTOS CONSULTORIA E SERVIÇOS EIRELI,10394719000108,"Contratação de empresa especializada na prestação de serviços de manutenção predial, preventiva e corretiva, das instalações elétricas, hidráulicas, de alvenaria e pintura, além da iluminação de emergência, pára-raios, e serviços gerais conexos, com fornecimento de mão de obra, ferramentas e equipamentos (materiais) adequados para a execução do objeto na sede da Secretaria Municipal de Direitos Humanos e Cidadania - SMDHC.",370544.40,PREGÃO ELETRÔNICO,ADITAMENTO Nº 002,2023-03-08,12 M,6074.2021/0003058-0,004/SMDHC/2022,EXTRATO DE ADITAMENTO,2023-03-30
2023,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA,LNX TRAVEL VIAGENS E TURISMO EIRELI ME,20213607000167,"Prestação de serviços de agenciamento de Passagens Aéreas Nacionais, mediante disponibilização de sistema de gestão de viagens corporativas - ATA DE REGISTRO DE PREÇOS n. 003/SEGES-COBES/2021.",120000.00,COMPRA POR ATA DE REGISTRO DE PREÇO,,2023-03-28,12 M,6074.2023/0001921-0,003/SEGES-COBES/2021,EXTRATO DE COMPRA,2023-03-30
2023,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA,GFWC CRÊSER,07376674000134,"Projeto Meu Corpo, Nossas Escolhas?"".",,TERMO DE FOMENTO - DESPACHO,ADITAMENTO Nº. 002,2023-03-27,,6074.2019/0002567-1,6074.2019/0002567-1,EXTRATO DE ADITAMENTO,2023-03-30
2023,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA,Movimento Comunitário Estrela Nova,53817169000103,"Projeto ""Acordes e Esportes para a Vida"".",257831.99,TERMO DE FOMENTO - DESPACHO,03/2023/SMDHC/FUMCAD,2023-03-23,12 M,6074.2019/0002571-0,6074.2019/0002571-0,EXTRATO DO TERMO DE FOMENTO,2023-03-30
2023,SECRETARIA MUNICIPAL DE TURISMO,DEMAX SERVICOS E COMERCIO LTDA,48096044000193,"2.1	Contratação de empresa especializada na prestação de serviços de limpeza, asseio e conservação predial, visando à obtenção de adequadas condições de salubridade e higiene, com disponibilização de mão-de-obra e com fornecimento de materiais de limpeza, saneantes, domissanitários, papel toalha, papel higiênico e sabonete líquido, reposição de saboneteiras, dispensers de papel, máquinas, utensílios e equipamentos; manutenção predial abrangendo preventivas, corretivas e assistência técnica das instalações elétricas, hidráulicas, civil e serviços gerais conexos, com fornecimento estimado de materiais e equipamentos, incluindo eventual necessidade de deslocamento de mobiliários e materiais de suporte necessários; serviços de copeiragem e garçom no prédio sede da Secretaria Municipal de Turismo.",804735.48,PREGÃO ELETRÔNICO,004/2023  SMTUR,2023-03-23,12 M,6076.2022/0000328-3,001/2023-SMTUR,EXTRATO DE ADITAMENTO,2023-03-30
2023,SERVIÇO FUNERÁRIO,DATAMACE INFORMATICA LTDA,57195497000168,"OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE MIGRAÇÃO DE DADOS ENTRE SISTEMAS DE GESTÃO DE PESSOAL, COM A REALIZAÇÃO DAS ATIVIDADES DE EXPORTAÇÃO, CONSTRUÇÃO DE MECANISMOS DE EXPORTAÇÃO, TRATAMENTO E EXTRAÇÃO DE DADOS DO SISTEMA DATAMACE MEDIANTE LAYOUTS ENTREGUES PELA CONTRATANTE, BEM COMO A DISPONIBILIZAÇÃO DE ACESSO A FUNCIONALIDADE DE CONSULTA, RELATÓRIOS E ATUALIZAÇÃO DOS SISTEMAS DATAMACE, PELO PERÍODO DE 12 (DOZE) MESES.-ASSUNTO: CONTRATAÇÃO DIRETA POR INEXIGIBILIDADE DE LICITAÇÃO  ART. 74, INC. I, DA LEI FEDERAL Nº 14.133/2021.",253000.00,INEXIGIBILIDADE,05/SFMSP/2023,2023-03-23,12 M,6410.2022/0002837-0,6410.2022/0002837-0,EXTRATO DE CONTRATO / NOTA DE EMPENHO,2023-03-29
2023,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,M.A.S CONSTRUÇÕES E EMPREENDIMENTOS LTDA,74249897000128,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA REFORMA DAS PISCINAS ADULTOS/INFANTIL, CASA DE MÁQUINAS, COM SUBSTITUIÇÃO DE EQUIPAMENTOS, TUBULAÇÕES E SERVIÇOS COMPLEMENTARES DO CONJUNTO FILTRANTE DA PISCINA, REFORMA GERAL DO TOBOGÃ E REDE DA ABASTECIMENTO E DISTRIBUIÇÃO DE ÁGUA NO CE SALIM FARAH MALUF  CE MOOCA - RUA TAQUARI, 635 - MOOCA - SÃO PAULO",,CONCORRÊNCIA,37/SEME/2023,2023-03-20,180 D,6019.2022/0001888-3,10/SEME/2022,EXTRATO DE ADITAMENTO,2023-03-29
2023,SECRETARIA MUNICIPAL DE HABITAÇÃO,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,34028316003129,SERVIÇOS DE POSTAGEM,56250.00,DISPENSA,9912458903,2023-03-21,12 M,6014.2018/0000310-5,041/2019,EXTRATO DE ADITAMENTO,2023-03-29
2023,SERVIÇO FUNERÁRIO,GAVE CONSTRUÇÕES EIRELI EPP,23831160000188,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE MANUTENÇÃO CORRETIVA DOS EQUIPAMENTOS.,273750.00,PREGÃO ELETRÔNICO,30/SFMSP/2019,2023-03-22,6 M,6410.2018/0013026-6,009/SFMSP/2019,EXTRATO DE ADITAMENTO,2023-03-29
